,Nearest Neighbors,Linear SVM,RBF SVM,Gaussian Process,Decision Tree,Random Forest,AdaBoost,Naive Bayes,XGBoost
0,0.7785828868251905,0.8557187360925677,0.8548806980376665,0.8208014208014206,0.7701723563792531,0.7984015984015984,0.7564411755077098,0.6985983728474616,0.8548806980376665
1,0.7447331484714664,0.8772067444934104,0.9118061425753734,0.8897576782192168,0.7268737454495967,0.8897576782192168,0.80156382079459,0.7743328100470959,0.8569321792868555
2,0.6912822414444737,0.8664488664488664,0.8557187360925677,0.8335216185683474,0.72607713571569,0.8564007421150279,0.80156382079459,0.719000071112747,0.857317477779524
3,0.6640026640026641,0.7984015984015984,0.8122163550734979,0.8129113113751189,0.701755387469673,0.7225360309472459,0.7669302659956865,0.5146567292617963,0.72607713571569
4,0.6539462799359744,0.7106392106392107,0.7481723855283587,0.6703296703296703,0.6263736263736264,0.7142857142857143,0.66927303465765,0.6337475608503647,0.7028591415957767
5,0.6813527030245295,0.6649760495914342,0.6575710004281432,0.6762723263917181,0.6290800938688264,0.6965200768017669,0.6813527030245295,0.5494505494505495,0.6985983728474616
6,0.7447331484714664,0.8772067444934104,0.9118061425753734,0.8897576782192168,0.7268737454495967,0.8897576782192168,0.80156382079459,0.7743328100470959,0.8569321792868555
7,0.7066326530612245,0.8779158536167883,0.8772067444934104,0.8656010656010658,0.7573964497041421,0.8432012432012432,0.776001776001776,0.7003389134230256,0.8314000426676483
8,0.6965200768017669,0.73541842772612,0.8129113113751189,0.80156382079459,0.6823983034509351,0.8021978021978022,0.80156382079459,0.6472245703014933,0.8137324522866692
9,0.7996732996732996,0.7891273835199069,0.8241758241758241,0.8356462814294139,0.8024366937410415,0.8450080207776334,0.7802197802197802,0.7106392106392107,0.8314000426676483
